hour,Day_of_Week,Main_Street,Nearest_Street,At_Intersection,Light_Conditions,Weather_Condition,Roadway_Surface_Condition,Traffic_Control_Device,Intersection_Type,Type_of_Collision,Number_of_Vehicles_Involved,School_Zone,Work_Zone_Related,Zone_ID,road_key,ADT,AAWDT,match_type
17,THU,ANVERS ROAD,SOUTH WITCHDUCK ROAD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,ANVERS ROAD,71000.0,78000.0,fuzzy
19,TUE,5500 WESLEYAN DR,DIAMOND SPRINGS RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,326,5500 WESLEYAN DR,20000.0,21000.0,fuzzy
18,WED,300 KELLAM RD,VIRGINIA BEACH,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,ANGLE,2,NO,NO,323,300 KELLAM RD,3500.0,3800.0,fuzzy
18,WED,300 INDEPENDENDENCE,4500 BROAD ST,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,300 INDEPENDENDENCE,2400.0,2600.0,median_fill
17,WED,100 NEWTOWN ROAD,5700 GREENWICH ROAD,Yes,DARKNESS-ROAD LIGHTED,MIST,OTHER,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,100 NEWTOWN ROAD,39000.0,42000.0,fuzzy
12,SUN,LYNNHAVEN PW,NORTH MALL DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,3,NO,NO,na,LYNNHAVEN PW,46000.0,50000.0,exact
17,TUE,3300 BLK VIRGINIA BEACH BLVD,100 N PLAZA TRL,  280 Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,PEDESTRIAN,1,NO,NO,na,3300 BLK VIRGINIA BEACH BLVD,73000.0,77000.0,fuzzy
17,FRI,300 BLK S INDEPENDENCE BLVD,264 EASTBOUND EXIT,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,3,NO,NO,na,300 BLK S INDEPENDENCE BLVD,7900.0,8100.0,fuzzy
19,TUE,3100 W. NECK RD.,INDIAN RIVER RD.,  500 Feet From,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,OTHER,0,NO,NO,na,3100 W. NECK RD.,7200.0,7600.0,fuzzy
16,THU,400 22 ND ST,BALTIC AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,400 22 ND ST,16000.0,26000.0,fuzzy
15,SAT,2500 BLOCK SHORE DRIVE,CYRESS SWAMP DRIVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2500 BLOCK SHORE DRIVE,20000.0,21000.0,fuzzy
14,MON,266 S PLAZA TRL,200 APPIAN AVE,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,266 S PLAZA TRL,11000.0,12000.0,fuzzy
14,WED,MEDITERRANEAN AVE,NORFOLK AVE,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,MEDITERRANEAN AVE,17000.0,18000.0,fuzzy
21,SUN,1000 DAM NECK RD.,1600 UPTON DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,1000 DAM NECK RD.,36000.0,38000.0,fuzzy
10,SAT,4700 PROVIDENCE RD,900 DUNHILL DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,4700 PROVIDENCE RD,17000.0,18000.0,fuzzy
7,SAT,5300 PRINCES ANNE RD,400 PARLIAMENT DR S,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,5300 PRINCES ANNE RD,39000.0,42000.0,fuzzy
18,SUN,800 DIAMOND SPRINGS RD,NEWTOWN RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,800 DIAMOND SPRINGS RD,22000.0,23000.0,fuzzy
15,SUN,636 DECLARATION RD,JERICHO,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,636 DECLARATION RD,39000.0,42000.0,fuzzy
14,SUN,4700 EUCLID RD,200 INDEPENDENCE BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,4700 EUCLID RD,4100.0,4400.0,fuzzy
17,WED,3834 VIRGINIA BEACH,LYNN SHORES DR,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,REAR END,2,NO,NO,na,3834 VIRGINIA BEACH,2400.0,2600.0,median_fill
18,TUE,200 INDEPENDENCE S BLVD,264 WEST,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,2,NO,NO,na,200 INDEPENDENCE S BLVD,73000.0,77000.0,fuzzy
17,TUE,5400 SHORE DR,POINT HOLLOW CT,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,ANGLE,2,NO,NO,na,5400 SHORE DR,5000.0,5400.0,fuzzy
15,TUE,4800 SHORE DE,PLEASURE HOUSE RD,  400 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,4800 SHORE DE,2400.0,2600.0,median_fill
19,MON,5700 NORTHAMPTON BLVD,DIAMOND SPRINGS RD,  300 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),NATURAL DEBRIS,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,OTHER,2,NO,NO,na,5700 NORTHAMPTON BLVD,30000.0,34000.0,fuzzy
14,MON,900 FIRST COLONIAL RD,1800 WILDWOOD DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,900 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
21,TUE,1800 GREAT NECK RD N,2600 RIVER RD,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1800 GREAT NECK RD N,39000.0,42000.0,fuzzy
1,FRI,100 JEFFERSON AVE,900 VIRGINIA BEACH BL,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,100 JEFFERSON AVE,17000.0,18000.0,fuzzy
22,SUN,1300 LASKIN RD,600 BAYWAY RD,,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,YES,na,1300 LASKIN RD,3000.0,3200.0,fuzzy
21,SAT,REPUBLIC RD,840 FIRST COLONIAL RD,,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,REPUBLIC RD,36000.0,39000.0,fuzzy
22,SUN,24TH ST,BARBERTON DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,24TH ST,2900.0,3100.0,exact
1,SAT,300 GREAT NECK RD N,100 LONDON BRIDGE RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,300 GREAT NECK RD N,39000.0,42000.0,fuzzy
22,WED,2800 WIIGWAAS LN,2700 HOLLY RD,Yes,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,2800 WIIGWAAS LN,1900.0,2000.0,fuzzy
13,MON,1208 FENTON ST,5500 INDIAN RIVER RD,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,1208 FENTON ST,16000.0,26000.0,fuzzy
9,MON,INDEPENDENCE BL S,WINDSOR OAKS BL,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,INDEPENDENCE BL S,7900.0,8100.0,exact
12,SAT,2738 VIRGINIA BEACH BL,FOUNDRY RD,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,3,NO,NO,320,2738 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
8,SUN,600 KELLAM RD,600 JACQUELINE AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,600 KELLAM RD,3500.0,3800.0,fuzzy
12,TUE,MONMOUTH,BRANDYWINE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,MONMOUTH,2400.0,2600.0,median_fill
13,SUN,3600 HOLLAND RD,700 CHIMNEY HILL SC,30.00 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,3600 HOLLAND RD,36000.0,38000.0,fuzzy
14,TUE,200 GRAYSON DR,200 WITCHDUCK RD S,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,200 GRAYSON DR,6700.0,7200.0,fuzzy
7,WED,2000 LYNNHAVEN PW,4100 PRINCESS ANNE RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,2000 LYNNHAVEN PW,46000.0,50000.0,fuzzy
14,FRI,ROUND HILL DR,BELSPRING DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,ROUND HILL DR,5000.0,5400.0,fuzzy
7,THU,200 GRAYSON RD,200 WITCHDUCK RD S,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,200 GRAYSON RD,19000.0,20000.0,fuzzy
8,THU,ROSEMONT RD S,BANCROFT DR,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,ROSEMONT RD S,30000.0,32000.0,fuzzy
13,FRI,400 BIRDNECK RD N,19TH ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,400 BIRDNECK RD N,3900.0,4200.0,fuzzy
13,FRI,400 N BIRDNECK RD,19TH ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,400 N BIRDNECK RD,3900.0,4200.0,fuzzy
20,TUE,22ND ST,PACIFIC AV,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,HEAD ON,3,NO,NO,na,22ND ST,13000.0,14000.0,exact
18,MON,24TH ST,BALTIC AV,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,24TH ST,2900.0,3100.0,exact
14,TUE,PRINCESS ANNE RD,WINDSOR OAKS BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,PRINCESS ANNE RD,20000.0,22000.0,exact
10,FRI,3900 PRINCESS ANNE RD,2100 INDEPENDENCE BL S,   75 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,3900 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
14,FRI,5000 LYNNHAVEN PW,4900 INDIAN RIVER RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,5000 LYNNHAVEN PW,46000.0,50000.0,fuzzy
18,SAT,1500 INDIAN RIVER RD,1500 INDIAN LAKES BLVD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,PEDESTRIAN,1,NO,NO,na,1500 INDIAN RIVER RD,71000.0,78000.0,fuzzy
16,THU,5000 FERRELL PKWY,1500 INDIAN LAKES,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,5000 FERRELL PKWY,43000.0,47000.0,fuzzy
16,SAT,4300 DAMN NECK,2100 SALEM RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4300 DAMN NECK,7200.0,7600.0,fuzzy
18,THU,3200 DAM NECK RD,3000 WINDY WILLOW CT,   50 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,OTHER ANIMAL,1,NO,NO,na,3200 DAM NECK RD,36000.0,38000.0,fuzzy
22,SAT,2500 LONDON BRIDGE RD,2100 WEYBRIDGE DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,124,2500 LONDON BRIDGE RD,33000.0,35000.0,fuzzy
23,SAT,1300 DAM NECK RD,1600 CORPORATE LANDING PKWY, 1.00 Miles From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,123,1300 DAM NECK RD,36000.0,38000.0,fuzzy
14,FRI,1951 LYNNHAVEN PW,PRINCESS ANNE RD,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,na,1951 LYNNHAVEN PW,46000.0,50000.0,fuzzy
20,SAT,1900 INDEPENDENCE BL S,1800 DAHLIA DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,YES,NO,na,1900 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
12,SAT,HOLLANDRD,LYNNHAVEN PW,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,HOLLANDRD,36000.0,38000.0,fuzzy
20,FRI,1000 BLOCK KEMPSVILE RD,900 BLOCK MINDEN RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,OTHER,1,NO,NO,na,1000 BLOCK KEMPSVILE RD,71000.0,78000.0,fuzzy
22,MON,5000 INDIAN RIVER RD,INDIAN LAKES BLVD,  500 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,na,5000 INDIAN RIVER RD,71000.0,78000.0,fuzzy
18,FRI,4700 BLOCK PRINCESS ANNE RD,800 BLOCK EDWIN DR,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,HEAD ON,2,NO,NO,na,4700 BLOCK PRINCESS ANNE RD,20000.0,22000.0,fuzzy
16,SAT,300 EDWIN DR,500 INDEPENDENCE BLVD,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,427,300 EDWIN DR,5000.0,5400.0,fuzzy
20,THU,1100NIMMO PKWY,UPTON DR,  400 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,1100NIMMO PKWY,14000.0,13000.0,fuzzy
18,FRI,2400 ELSON GREEN AVE,2200 UPTON DR,  300 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2400 ELSON GREEN AVE,17000.0,18000.0,fuzzy
15,THU,1904 TERRAMAR LANE,QUINCY WAY,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,OTHER,1,NO,NO,na,1904 TERRAMAR LANE,1900.0,2000.0,fuzzy
21,TUE,1200 BLOCK LYNNHAVEN PARKWAY,HOLLAND RD,   20 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,1200 BLOCK LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
18,WED,2100 UPTON DR,1100 NIMMO PARKWAY,Yes,DARKNESS-ROAD LIGHTED,MIST,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,,na,2100 UPTON DR,5000.0,5400.0,fuzzy
17,FRI,1700 LONDON BRIDGE ROAD,2300 DAM NECK ROAD,  200 Feet From,DUSK,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,na,1700 LONDON BRIDGE ROAD,33000.0,35000.0,fuzzy
17,FRI,INTERNATIONAL PARKWAY,CENTRAL DR,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,YES-WITH SCHOOL ACTIVITY,NO,na,INTERNATIONAL PARKWAY,8800.0,9400.0,exact
16,WED,600 BLOCK LYNNHAVEN PARKWAY,VIKING DRIVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),WET,YES-WORKING,FOUR APPROACHES,REAR END,4,NO,NO,na,600 BLOCK LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
7,MON,LAMPL AV,CASSELBERRY LA,   60 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,0,NO,NO,na,LAMPL AV,2400.0,2600.0,median_fill
10,FRI,4300 VBB,THALIA RD,  999 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,0,NO,NO,na,4300 VBB,2400.0,2600.0,median_fill
13,WED,INDEPENDENCE BL,HONEYGROVE RD E,  150 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,INDEPENDENCE BL,73000.0,77000.0,exact
11,WED,4300 VIRGINIA BEACH BL,THALIA RD,  400 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,4300 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
12,MON,1000 INDEPENDENCE BL,HONEYGROVE RD,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,0,NO,NO,na,1000 INDEPENDENCE BL,73000.0,77000.0,fuzzy
11,WED,5700 SHORE DR,DIAMOND SPRINGS RD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,5700 SHORE DR,5000.0,5400.0,fuzzy
9,TUE,SHORE DR,INDEPENDENCE BL,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,SHORE DR,9600.0,10000.0,fuzzy
8,SUN,2300 PLEASURE HOUSE RD,4800 SECURE CT,   20 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,2300 PLEASURE HOUSE RD,16000.0,17000.0,fuzzy
13,SAT,NORTHAMPTON BL,DIAMOND SPRINGS RD,  120 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,PEDESTRIAN,1,NO,NO,na,NORTHAMPTON BL,30000.0,34000.0,fuzzy
13,THU,800 INDEPENDENCE BL,WITCHDUCK RD N,00.25 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,3,NO,NO,328,800 INDEPENDENCE BL,73000.0,77000.0,fuzzy
7,THU,WORDSWORTH LA,JACQUELINE AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,na,WORDSWORTH LA,2400.0,2600.0,median_fill
13,WED,VIRGINIA BEACH BL,KINGS GRANT RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
14,TUE,4400 VIRGINIA BEACH BL,CONSTITUTION DR,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,3,YES-WITH SCHOOL ACTIVITY,NO,na,4400 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
8,SAT,WITCHDUCK RD N,CLEVELAND ST,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,WITCHDUCK RD N,5100.0,5600.0,fuzzy
13,SUN,100 PLAZA TL N,3400 VIRGINIA BEACH BL,  300 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,100 PLAZA TL N,2400.0,2600.0,median_fill
14,SAT,3800 SHORE DR,3900 SHADY OAKS DR,  100 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,3800 SHORE DR,5000.0,5400.0,fuzzy
13,SAT,SIRINE AV,JERICHO RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,HEAD ON,2,NO,NO,na,SIRINE AV,2400.0,2600.0,median_fill
11,SAT,BERRIE RD,BERRIE CI E,   25 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,BERRIE RD,71000.0,78000.0,fuzzy
13,WED,5100 VIRGINIA BEACH BL,WITCHDUCK RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,5100 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
9,TUE,SHORE DR,VANTAGE PT,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,SHORE DR,9600.0,10000.0,fuzzy
11,MON,1422 DIAMOND SPRINGS RD,5700 WARD AV,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,OTHER,1,NO,NO,na,1422 DIAMOND SPRINGS RD,22000.0,23000.0,fuzzy
12,TUE,INDEPENDENCE BL,PEMBROKE BL,00.10 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,INDEPENDENCE BL,73000.0,77000.0,exact
12,WED,COLUMBUS ST,INDEPENDENCE BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,COLUMBUS ST,15000.0,16000.0,exact
10,WED,INDEPENDENCE BL,COPPERFIELD RD,  250 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,INDEPENDENCE BL,73000.0,77000.0,exact
9,THU,INDEPENDENCE BL,PLEASURE HOUSE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,INDEPENDENCE BL,73000.0,77000.0,exact
10,FRI,3600 VIRGINIA BEACH BL,ROSEMONT RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,3600 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
